report_name,report_agency,date,visits,language
Browser language,Department of Agriculture,3/3/24,3561,es-419
Browser language,Department of Agriculture,3/3/24,3268,es-us
Browser language,Department of Agriculture,3/3/24,1938,es-es
Browser language,Department of Agriculture,3/3/24,1786,en-au
Browser language,Department of Agriculture,3/3/24,1711,en
Browser language,Department of Agriculture,3/3/24,1475,en-in
Browser language,Department of Agriculture,3/3/24,1113,es-mx
Browser language,Department of Agriculture,3/3/24,954,de-de
Browser language,Department of Agriculture,3/3/24,855,fr-fr
Browser language,Department of Agriculture,3/3/24,801,c
Browser language,Department of Agriculture,3/3/24,757,pt-br
Browser language,Department of Agriculture,3/3/24,660,ja
Browser language,Department of Agriculture,3/3/24,650,ru
Browser language,Department of Agriculture,3/3/24,649,es
Browser language,Department of Agriculture,3/3/24,564,ko-kr
Browser language,Department of Agriculture,3/3/24,543,zh-tw
Browser language,Department of Agriculture,3/3/24,515,ru-ru
Browser language,Department of Agriculture,3/3/24,436,fr-ca
Browser language,Department of Agriculture,3/3/24,433,it-it
Browser language,Department of Agriculture,3/3/24,402,tr-tr
Browser language,Department of Agriculture,3/3/24,398,nl-nl
Browser language,Department of Agriculture,3/3/24,293,fr
Browser language,Department of Agriculture,3/3/24,286,de
Browser language,Department of Agriculture,3/3/24,282,ar
Browser language,Department of Agriculture,3/3/24,250,en-za
Browser language,Department of Agriculture,3/3/24,249,en-ph
Browser language,Department of Agriculture,3/3/24,248,vi-vn
Browser language,Department of Agriculture,3/3/24,229,id-id
Browser language,Department of Agriculture,3/3/24,226,"zh-cn,zh"
Browser language,Department of Agriculture,3/3/24,207,en-nz
Browser language,Department of Agriculture,3/3/24,206,th-th
Browser language,Department of Agriculture,3/3/24,201,pt-pt
Browser language,Department of Agriculture,3/3/24,198,pl-pl
Browser language,Department of Agriculture,3/3/24,181,sv-se
Browser language,Department of Agriculture,3/3/24,178,ko
Browser language,Department of Agriculture,3/3/24,157,el-gr
Browser language,Department of Agriculture,3/3/24,153,en-us@posix
Browser language,Department of Agriculture,3/3/24,152,id
Browser language,Department of Agriculture,3/3/24,150,en-sg
Browser language,Department of Agriculture,3/3/24,130,da-dk
Browser language,Department of Agriculture,3/3/24,120,nb-no
Browser language,Department of Agriculture,3/3/24,119,uk-ua
Browser language,Department of Agriculture,3/3/24,118,cs-cz
Browser language,Department of Agriculture,3/3/24,118,hu-hu
Browser language,Department of Agriculture,3/3/24,116,he-il
Browser language,Department of Agriculture,3/2/24,290764,en-us
Browser language,Department of Agriculture,3/2/24,10328,en-gb
Browser language,Department of Agriculture,3/2/24,3823,en-ca
Browser language,Department of Agriculture,3/2/24,3372,es-419
Browser language,Department of Agriculture,3/2/24,3135,zh-cn
Browser language,Department of Agriculture,3/2/24,2990,es-us
Browser language,Department of Agriculture,3/2/24,1691,es-es
Browser language,Department of Agriculture,3/2/24,1600,en-au
Browser language,Department of Agriculture,3/2/24,1341,en-in
Browser language,Department of Agriculture,3/2/24,1336,en
Browser language,Department of Agriculture,3/2/24,876,es-mx
Browser language,Department of Agriculture,3/2/24,807,de-de
Browser language,Department of Agriculture,3/2/24,727,fr-fr
Browser language,Department of Agriculture,3/2/24,644,ru
Browser language,Department of Agriculture,3/2/24,632,pt-br
Browser language,Department of Agriculture,3/2/24,598,es
Browser language,Department of Agriculture,3/2/24,562,ko-kr
Browser language,Department of Agriculture,3/2/24,467,ru-ru
Browser language,Department of Agriculture,3/2/24,419,it-it
Browser language,Department of Agriculture,3/2/24,407,fr-ca
Browser language,Department of Agriculture,3/2/24,379,tr-tr
Browser language,Department of Agriculture,3/2/24,378,ja
Browser language,Department of Agriculture,3/2/24,329,zh-tw
Browser language,Department of Agriculture,3/2/24,326,nl-nl
Browser language,Department of Agriculture,3/2/24,324,c
Browser language,Department of Agriculture,3/2/24,317,en-us@posix
Browser language,Department of Agriculture,3/2/24,296,ar
Browser language,Department of Agriculture,3/2/24,258,fr
Browser language,Department of Agriculture,3/2/24,254,"zh-cn,zh"
Browser language,Department of Agriculture,3/2/24,237,de
Browser language,Department of Agriculture,3/2/24,234,vi-vn
Browser language,Department of Agriculture,3/2/24,214,pl-pl
Browser language,Department of Agriculture,3/2/24,204,en-nz
Browser language,Department of Agriculture,3/2/24,179,id-id
Browser language,Department of Agriculture,3/2/24,175,en-ph
Browser language,Department of Agriculture,3/2/24,173,sv-se
Browser language,Department of Agriculture,3/2/24,168,en-sg
Browser language,Department of Agriculture,3/2/24,145,el-gr
Browser language,Department of Agriculture,3/2/24,144,pt-pt
Browser language,Department of Agriculture,3/2/24,137,th-th
Browser language,Department of Agriculture,3/2/24,131,en-za
Browser language,Department of Agriculture,3/2/24,117,hu-hu
Browser language,Department of Agriculture,3/2/24,117,uk-ua
Browser language,Department of Agriculture,3/2/24,111,id
Browser language,Department of Agriculture,3/1/24,471775,en-us
Browser language,Department of Agriculture,3/1/24,11650,en-gb
Browser language,Department of Agriculture,3/1/24,4185,es-419
Browser language,Department of Agriculture,3/1/24,3854,en-ca
Browser language,Department of Agriculture,3/1/24,3720,es-us
Browser language,Department of Agriculture,3/1/24,3487,zh-cn
Browser language,Department of Agriculture,3/1/24,2604,es-es
Browser language,Department of Agriculture,3/1/24,2308,en
Browser language,Department of Agriculture,3/1/24,1560,en-au
Browser language,Department of Agriculture,3/1/24,1402,en-in
Browser language,Department of Agriculture,3/1/24,1264,pt-br
Browser language,Department of Agriculture,3/1/24,1166,es-mx
Browser language,Department of Agriculture,3/1/24,1072,fr-fr
Browser language,Department of Agriculture,3/1/24,877,de-de
Browser language,Department of Agriculture,3/1/24,795,es
Browser language,Department of Agriculture,3/1/24,652,ja
Browser language,Department of Agriculture,3/1/24,651,ru
Browser language,Department of Agriculture,3/1/24,642,it-it
Browser language,Department of Agriculture,3/1/24,600,ru-ru
Browser language,Department of Agriculture,3/1/24,517,zh-tw
Browser language,Department of Agriculture,3/1/24,467,tr-tr
Browser language,Department of Agriculture,3/1/24,392,nl-nl
Browser language,Department of Agriculture,3/1/24,381,ko-kr
Browser language,Department of Agriculture,3/1/24,374,de
Browser language,Department of Agriculture,3/1/24,364,fr
Browser language,Department of Agriculture,3/1/24,330,fr-ca
Browser language,Department of Agriculture,3/1/24,277,vi-vn
Browser language,Department of Agriculture,3/1/24,259,pt-pt
Browser language,Department of Agriculture,3/1/24,249,ar
Browser language,Department of Agriculture,3/1/24,246,pl-pl
Browser language,Department of Agriculture,3/1/24,186,el-gr
Browser language,Department of Agriculture,3/1/24,179,en-ph
Browser language,Department of Agriculture,3/1/24,179,th-th
Browser language,Department of Agriculture,3/1/24,171,sv-se
Browser language,Department of Agriculture,3/1/24,166,en-nz
Browser language,Department of Agriculture,3/1/24,162,uk-ua
Browser language,Department of Agriculture,3/1/24,158,en-us@posix
Browser language,Department of Agriculture,3/1/24,154,en-sg
Browser language,Department of Agriculture,3/1/24,151,id-id
Browser language,Department of Agriculture,3/1/24,149,en-za
Browser language,Department of Agriculture,3/1/24,143,hu-hu
Browser language,Department of Agriculture,3/1/24,126,da-dk
Browser language,Department of Agriculture,3/1/24,119,id
Browser language,Department of Agriculture,3/1/24,116,it
Browser language,Department of Agriculture,3/1/24,108,es-ar
Browser language,Department of Agriculture,3/1/24,108,nl
Browser language,Department of Agriculture,3/1/24,104,zh-hk
Browser language,Department of Agriculture,3/1/24,101,cs-cz
Browser language,Department of Agriculture,4/30/24,517290,en-us
Browser language,Department of Agriculture,4/30/24,13338,en-gb
Browser language,Department of Agriculture,4/30/24,5412,es-419
Browser language,Department of Agriculture,4/30/24,3939,es-us
Browser language,Department of Agriculture,4/30/24,3811,en-ca
Browser language,Department of Agriculture,4/30/24,3240,es-es
Browser language,Department of Agriculture,4/30/24,3009,zh-cn
Browser language,Department of Agriculture,4/30/24,2606,en
Browser language,Department of Agriculture,4/30/24,1542,en-in
Browser language,Department of Agriculture,4/30/24,1452,en-au
Browser language,Department of Agriculture,4/30/24,1349,pt-br
Browser language,Department of Agriculture,4/30/24,1345,es-mx
Browser language,Department of Agriculture,4/30/24,1103,fr-fr
Browser language,Department of Agriculture,4/30/24,1071,es
Browser language,Department of Agriculture,4/30/24,916,ja
Browser language,Department of Agriculture,4/30/24,878,de-de
Browser language,Department of Agriculture,4/30/24,621,ru
Browser language,Department of Agriculture,4/30/24,605,it-it
Browser language,Department of Agriculture,4/30/24,559,ko-kr
Browser language,Department of Agriculture,4/30/24,542,tr-tr
Browser language,Department of Agriculture,4/30/24,528,zh-tw
Browser language,Department of Agriculture,4/30/24,523,ru-ru
Browser language,Department of Agriculture,4/30/24,438,nl-nl
Browser language,Department of Agriculture,4/30/24,432,de
Browser language,Department of Agriculture,4/30/24,405,fr
Browser language,Department of Agriculture,4/30/24,337,ar
Browser language,Department of Agriculture,4/30/24,323,fr-ca
Browser language,Department of Agriculture,4/30/24,255,pt-pt
Browser language,Department of Agriculture,4/30/24,240,vi-vn
Browser language,Department of Agriculture,4/30/24,221,en-nz
Browser language,Department of Agriculture,4/30/24,220,pl-pl
Browser language,Department of Agriculture,4/30/24,202,en-ph
Browser language,Department of Agriculture,4/30/24,201,en-za
Browser language,Department of Agriculture,4/30/24,195,id-id
Browser language,Department of Agriculture,4/30/24,195,ko
Browser language,Department of Agriculture,4/30/24,181,el-gr
Browser language,Department of Agriculture,4/30/24,157,da-dk
Browser language,Department of Agriculture,4/30/24,144,uk-ua
Browser language,Department of Agriculture,4/30/24,141,sv-se
Browser language,Department of Agriculture,4/30/24,139,nb-no
Browser language,Department of Agriculture,4/30/24,138,id
Browser language,Department of Agriculture,4/30/24,133,es-ar
Browser language,Department of Agriculture,4/30/24,129,he-il
Browser language,Department of Agriculture,4/30/24,129,it
Browser language,Department of Agriculture,4/30/24,115,hu-hu
Browser language,Department of Agriculture,4/30/24,114,en-sg
Browser language,Department of Agriculture,4/30/24,110,nl
Browser language,Department of Agriculture,4/30/24,110,th-th
Browser language,Department of Agriculture,4/30/24,107,pl
Browser language,Department of Agriculture,4/29/24,546155,en-us
Browser language,Department of Agriculture,4/29/24,14704,en-gb
Browser language,Department of Agriculture,4/29/24,5701,es-419
Browser language,Department of Agriculture,4/29/24,4260,es-us
Browser language,Department of Agriculture,4/29/24,4182,en-ca
Browser language,Department of Agriculture,4/29/24,3864,zh-cn
Browser language,Department of Agriculture,4/29/24,3821,es-es
Browser language,Department of Agriculture,4/29/24,2661,en
Browser language,Department of Agriculture,4/29/24,1702,en-in
Browser language,Department of Agriculture,4/29/24,1538,pt-br
Browser language,Department of Agriculture,4/29/24,1495,es-mx
Browser language,Department of Agriculture,4/29/24,1457,en-au
Browser language,Department of Agriculture,4/29/24,1209,fr-fr
Browser language,Department of Agriculture,4/29/24,1137,es
Browser language,Department of Agriculture,4/29/24,1020,de-de
Browser language,Department of Agriculture,4/29/24,778,ko-kr
Browser language,Department of Agriculture,4/29/24,688,ja
Browser language,Department of Agriculture,4/29/24,656,it-it
Browser language,Department of Agriculture,4/29/24,627,ru
Browser language,Department of Agriculture,4/29/24,621,zh-tw
Browser language,Department of Agriculture,4/29/24,499,ru-ru
Browser language,Department of Agriculture,4/29/24,486,tr-tr
Browser language,Department of Agriculture,4/29/24,430,de
Browser language,Department of Agriculture,4/29/24,430,fr
Browser language,Department of Agriculture,4/29/24,425,nl-nl
Browser language,Department of Agriculture,4/29/24,355,fr-ca
Browser language,Department of Agriculture,4/29/24,342,ar
Browser language,Department of Agriculture,4/29/24,292,pt-pt
Browser language,Department of Agriculture,4/29/24,290,ko
