report_name,report_agency,date,os,visits,browser
Operating system and browser,Department of Agriculture,4/16/24,Android,560,Amazon Silk
Operating system and browser,Department of Agriculture,4/16/24,Linux,398,Firefox
Operating system and browser,Department of Agriculture,4/16/24,Android,272,Opera
Operating system and browser,Department of Agriculture,4/16/24,Macintosh,242,Edge
Operating system and browser,Department of Agriculture,4/16/24,Windows,226,Internet Explorer
Operating system and browser,Department of Agriculture,4/16/24,iOS,209,(not set)
Operating system and browser,Department of Agriculture,4/16/24,Macintosh,184,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/16/24,Linux,173,Samsung Internet
Operating system and browser,Department of Agriculture,4/16/24,(not set),171,(not set)
Operating system and browser,Department of Agriculture,4/15/24,Windows,159012,Chrome
Operating system and browser,Department of Agriculture,4/15/24,iOS,118876,Safari
Operating system and browser,Department of Agriculture,4/15/24,Android,75536,Chrome
Operating system and browser,Department of Agriculture,4/15/24,Windows,70314,Edge
Operating system and browser,Department of Agriculture,4/15/24,Chrome OS,33327,Chrome
Operating system and browser,Department of Agriculture,4/15/24,Macintosh,33038,Safari
Operating system and browser,Department of Agriculture,4/15/24,Macintosh,32736,Chrome
Operating system and browser,Department of Agriculture,4/15/24,iOS,18378,Chrome
Operating system and browser,Department of Agriculture,4/15/24,Linux,10294,Chrome
Operating system and browser,Department of Agriculture,4/15/24,Windows,8679,Firefox
Operating system and browser,Department of Agriculture,4/15/24,iOS,6947,Safari (in-app)
Operating system and browser,Department of Agriculture,4/15/24,Android,4714,Samsung Internet
Operating system and browser,Department of Agriculture,4/15/24,Android,4505,Android Webview
Operating system and browser,Department of Agriculture,4/15/24,Macintosh,2684,Firefox
Operating system and browser,Department of Agriculture,4/15/24,Windows,1312,Internet Explorer
Operating system and browser,Department of Agriculture,4/15/24,Android,833,Firefox
Operating system and browser,Department of Agriculture,4/15/24,Windows,784,Opera
Operating system and browser,Department of Agriculture,4/15/24,Linux,739,Firefox
Operating system and browser,Department of Agriculture,4/15/24,Android,499,Amazon Silk
Operating system and browser,Department of Agriculture,4/15/24,Android,298,Opera
Operating system and browser,Department of Agriculture,4/15/24,Macintosh,272,Edge
Operating system and browser,Department of Agriculture,4/15/24,iOS,216,(not set)
Operating system and browser,Department of Agriculture,4/15/24,Macintosh,190,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/15/24,Linux,157,Samsung Internet
Operating system and browser,Department of Agriculture,4/15/24,(not set),123,(not set)
Operating system and browser,Department of Agriculture,4/14/24,iOS,117151,Safari
Operating system and browser,Department of Agriculture,4/14/24,Android,74190,Chrome
Operating system and browser,Department of Agriculture,4/14/24,Windows,53461,Chrome
Operating system and browser,Department of Agriculture,4/14/24,Macintosh,23544,Safari
Operating system and browser,Department of Agriculture,4/14/24,Macintosh,19788,Chrome
Operating system and browser,Department of Agriculture,4/14/24,iOS,17857,Chrome
Operating system and browser,Department of Agriculture,4/14/24,Windows,17292,Edge
Operating system and browser,Department of Agriculture,4/14/24,Linux,9625,Chrome
Operating system and browser,Department of Agriculture,4/14/24,iOS,6317,Safari (in-app)
Operating system and browser,Department of Agriculture,4/14/24,Chrome OS,4952,Chrome
Operating system and browser,Department of Agriculture,4/14/24,Windows,4674,Firefox
Operating system and browser,Department of Agriculture,4/14/24,Android,4522,Samsung Internet
Operating system and browser,Department of Agriculture,4/14/24,Android,4433,Android Webview
Operating system and browser,Department of Agriculture,4/14/24,Macintosh,1993,Firefox
Operating system and browser,Department of Agriculture,4/14/24,Android,873,Firefox
Operating system and browser,Department of Agriculture,4/14/24,Windows,609,Opera
Operating system and browser,Department of Agriculture,4/14/24,Android,570,Amazon Silk
Operating system and browser,Department of Agriculture,4/14/24,Linux,282,Firefox
Operating system and browser,Department of Agriculture,4/14/24,Android,273,Opera
Operating system and browser,Department of Agriculture,4/14/24,iOS,204,(not set)
Operating system and browser,Department of Agriculture,4/14/24,Macintosh,156,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/14/24,(not set),135,(not set)
Operating system and browser,Department of Agriculture,4/14/24,Linux,132,Samsung Internet
Operating system and browser,Department of Agriculture,4/14/24,Macintosh,111,Edge
Operating system and browser,Department of Agriculture,4/13/24,iOS,109278,Safari
Operating system and browser,Department of Agriculture,4/13/24,Android,70367,Chrome
Operating system and browser,Department of Agriculture,4/13/24,Windows,44715,Chrome
Operating system and browser,Department of Agriculture,4/13/24,Macintosh,19022,Safari
Operating system and browser,Department of Agriculture,4/13/24,iOS,16995,Chrome
Operating system and browser,Department of Agriculture,4/13/24,Windows,14367,Edge
Operating system and browser,Department of Agriculture,4/13/24,Macintosh,14000,Chrome
Operating system and browser,Department of Agriculture,4/13/24,Linux,9861,Chrome
Operating system and browser,Department of Agriculture,4/13/24,iOS,6558,Safari (in-app)
Operating system and browser,Department of Agriculture,4/13/24,Android,4767,Android Webview
Operating system and browser,Department of Agriculture,4/13/24,Android,4317,Samsung Internet
Operating system and browser,Department of Agriculture,4/13/24,Windows,3987,Firefox
Operating system and browser,Department of Agriculture,4/13/24,Chrome OS,3569,Chrome
Operating system and browser,Department of Agriculture,4/13/24,Macintosh,1876,Firefox
Operating system and browser,Department of Agriculture,4/13/24,Android,916,Firefox
Operating system and browser,Department of Agriculture,4/13/24,Android,496,Amazon Silk
Operating system and browser,Department of Agriculture,4/13/24,Windows,490,Opera
Operating system and browser,Department of Agriculture,4/13/24,Linux,257,Firefox
Operating system and browser,Department of Agriculture,4/13/24,iOS,235,(not set)
Operating system and browser,Department of Agriculture,4/13/24,Android,227,Opera
Operating system and browser,Department of Agriculture,4/13/24,(not set),211,(not set)
Operating system and browser,Department of Agriculture,4/13/24,Linux,125,Samsung Internet
Operating system and browser,Department of Agriculture,4/13/24,Macintosh,114,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/12/24,Windows,120797,Chrome
Operating system and browser,Department of Agriculture,4/12/24,iOS,110401,Safari
Operating system and browser,Department of Agriculture,4/12/24,Android,70440,Chrome
Operating system and browser,Department of Agriculture,4/12/24,Windows,52943,Edge
Operating system and browser,Department of Agriculture,4/12/24,Chrome OS,27469,Chrome
Operating system and browser,Department of Agriculture,4/12/24,Macintosh,25948,Safari
Operating system and browser,Department of Agriculture,4/12/24,Macintosh,24048,Chrome
Operating system and browser,Department of Agriculture,4/12/24,iOS,16898,Chrome
Operating system and browser,Department of Agriculture,4/12/24,Linux,9848,Chrome
Operating system and browser,Department of Agriculture,4/12/24,iOS,7120,Safari (in-app)
Operating system and browser,Department of Agriculture,4/12/24,Windows,6541,Firefox
Operating system and browser,Department of Agriculture,4/12/24,Android,5094,Android Webview
Operating system and browser,Department of Agriculture,4/12/24,Android,4473,Samsung Internet
Operating system and browser,Department of Agriculture,4/12/24,Macintosh,2301,Firefox
Operating system and browser,Department of Agriculture,4/12/24,Android,828,Firefox
Operating system and browser,Department of Agriculture,4/12/24,Windows,622,Opera
Operating system and browser,Department of Agriculture,4/12/24,Android,536,Amazon Silk
Operating system and browser,Department of Agriculture,4/12/24,Windows,516,Internet Explorer
Operating system and browser,Department of Agriculture,4/12/24,Linux,351,Firefox
Operating system and browser,Department of Agriculture,4/12/24,Android,262,Opera
Operating system and browser,Department of Agriculture,4/12/24,Macintosh,197,Edge
Operating system and browser,Department of Agriculture,4/12/24,iOS,196,(not set)
Operating system and browser,Department of Agriculture,4/12/24,Macintosh,196,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/12/24,(not set),147,(not set)
Operating system and browser,Department of Agriculture,4/12/24,Linux,146,Samsung Internet
Operating system and browser,Department of Agriculture,4/12/24,Windows,120,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/11/24,Windows,151839,Chrome
Operating system and browser,Department of Agriculture,4/11/24,iOS,116468,Safari
Operating system and browser,Department of Agriculture,4/11/24,Android,72959,Chrome
Operating system and browser,Department of Agriculture,4/11/24,Windows,67719,Edge
Operating system and browser,Department of Agriculture,4/11/24,Chrome OS,33321,Chrome
Operating system and browser,Department of Agriculture,4/11/24,Macintosh,30065,Safari
Operating system and browser,Department of Agriculture,4/11/24,Macintosh,29874,Chrome
Operating system and browser,Department of Agriculture,4/11/24,iOS,17951,Chrome
Operating system and browser,Department of Agriculture,4/11/24,Linux,11792,Chrome
Operating system and browser,Department of Agriculture,4/11/24,iOS,8157,Safari (in-app)
Operating system and browser,Department of Agriculture,4/11/24,Windows,7643,Firefox
Operating system and browser,Department of Agriculture,4/11/24,Android,4727,Samsung Internet
Operating system and browser,Department of Agriculture,4/11/24,Android,4354,Android Webview
Operating system and browser,Department of Agriculture,4/11/24,Macintosh,2681,Firefox
Operating system and browser,Department of Agriculture,4/11/24,Android,846,Firefox
Operating system and browser,Department of Agriculture,4/11/24,Windows,712,Opera
Operating system and browser,Department of Agriculture,4/11/24,Android,637,Amazon Silk
Operating system and browser,Department of Agriculture,4/11/24,Windows,403,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/11/24,Linux,376,Firefox
Operating system and browser,Department of Agriculture,4/11/24,Android,270,Opera
Operating system and browser,Department of Agriculture,4/11/24,(not set),254,(not set)
